,Number,Autor,Publication,Title,Journal,IF,DOI,"Stability, hour",Key Product,Article name,Formula,Compound_1,Compound_2,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor,"Loading, μg/cm2","Add_carbon, %","Surface area of electrode, cm2","Flow rate CO2, ml/min","Volume, cm3"
1033,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,45.0,1.0,H-cell,244.9,0.0,0.2,10.0,
1034,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,42.2,2.0,H-cell,244.9,0.0,0.2,10.0,
1035,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,40.79,3.0,H-cell,244.9,0.0,0.2,10.0,
1036,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,37.29,4.0,H-cell,244.9,0.0,0.2,10.0,
1037,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,36.03,5.0,H-cell,244.9,0.0,0.2,10.0,
1038,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,35.19,6.0,H-cell,244.9,0.0,0.2,10.0,
1039,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,31.96,7.0,H-cell,244.9,0.0,0.2,10.0,
1040,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,31.12,8.0,H-cell,244.9,0.0,0.2,10.0,
1041,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,31.82,9.0,H-cell,244.9,0.0,0.2,10.0,
1042,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,29.02,10.0,H-cell,244.9,0.0,0.2,10.0,
1043,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,30.0,11.0,H-cell,244.9,0.0,0.2,10.0,
1044,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,27.76,12.0,H-cell,244.9,0.0,0.2,10.0,
1045,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,30.0,13.0,H-cell,244.9,0.0,0.2,10.0,
1046,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,28.88,14.0,H-cell,244.9,0.0,0.2,10.0,
1047,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,28.18,22.0,H-cell,244.9,0.0,0.2,10.0,
1048,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,29.72,23.0,H-cell,244.9,0.0,0.2,10.0,
1049,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,28.04,24.0,H-cell,244.9,0.0,0.2,10.0,
1050,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.20,CO,3.53,,H-cell,244.9,0.0,0.2,10.0,
1051,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.20,CH4,5.94,,H-cell,244.9,0.0,0.2,10.0,
1052,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.20,H2,30.8,,H-cell,244.9,0.0,0.2,10.0,
1053,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.20,C2H4,46.04,,H-cell,244.9,0.0,0.2,10.0,
1054,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.30,CO,3.21,,H-cell,244.9,0.0,0.2,10.0,
1055,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.30,CH4,7.54,,H-cell,244.9,0.0,0.2,10.0,
1056,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.30,H2,37.54,,H-cell,244.9,0.0,0.2,10.0,
1057,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,24.0,C2H4, c-Cu2O,Cu2O,Cu2O,,100.0,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.30,C2H4,40.27,,H-cell,244.9,0.0,0.2,10.0,
1058,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-0.90,C2H4,7.21,,H-cell,244.9,0.0,0.2,10.0,
1059,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-0.90,CO,31.3,,H-cell,244.9,0.0,0.2,10.0,
1060,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-0.90,H2,43.43,,H-cell,244.9,0.0,0.2,10.0,
1061,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.00,CH4,2.3,,H-cell,244.9,0.0,0.2,10.0,
1062,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.00,CO,25.78,,H-cell,244.9,0.0,0.2,10.0,
1063,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.00,C2H4,31.76,,H-cell,244.9,0.0,0.2,10.0,
1064,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.00,H2,35.45,,H-cell,244.9,0.0,0.2,10.0,
1065,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,CH4,3.68,,H-cell,244.9,0.0,0.2,10.0,
1066,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,CO,6.29,,H-cell,244.9,0.0,0.2,10.0,
1067,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,H2,20.1,,H-cell,244.9,0.0,0.2,10.0,
1068,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.99,,H-cell,244.9,0.0,0.2,10.0,
1069,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,62.24,1.0,H-cell,244.9,0.0,0.2,10.0,
1070,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,62.94,2.0,H-cell,244.9,0.0,0.2,10.0,
1071,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.22,3.0,H-cell,244.9,0.0,0.2,10.0,
1072,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,64.07,4.0,H-cell,244.9,0.0,0.2,10.0,
1073,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,62.94,5.0,H-cell,244.9,0.0,0.2,10.0,
1074,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.08,6.0,H-cell,244.9,0.0,0.2,10.0,
1075,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,64.21,7.0,H-cell,244.9,0.0,0.2,10.0,
1076,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,61.82,8.0,H-cell,244.9,0.0,0.2,10.0,
1077,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,60.98,9.0,H-cell,244.9,0.0,0.2,10.0,
1078,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.22,10.0,H-cell,244.9,0.0,0.2,10.0,
1079,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,61.82,11.0,H-cell,244.9,0.0,0.2,10.0,
1080,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.22,12.0,H-cell,244.9,0.0,0.2,10.0,
1081,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,64.07,13.0,H-cell,244.9,0.0,0.2,10.0,
1082,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,61.12,14.0,H-cell,244.9,0.0,0.2,10.0,
1083,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.08,22.0,H-cell,244.9,0.0,0.2,10.0,
1084,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,61.96,23.0,H-cell,244.9,0.0,0.2,10.0,
1085,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.36,24.0,H-cell,244.9,0.0,0.2,10.0,
1086,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,63.08,25.0,H-cell,244.9,0.0,0.2,10.0,
1087,22,,2023,Stabilizing Cu2O for enhancing selectivity of CO2 electroreduction to C2H4 with the modification of Pd nanoparticles,Chemical Engineering Journal,,https://doi.org/10.1016/j.cej.2022.139358,35.0,C2H4,Pd-Cu2O,Cu1.946O0.973Pd0.027,Cu2O,Pd,97.3,cubic,,923.08,1036.92,1153.85,923.08,1036.92,1153.85,0.0,100.0,0.0,carbon paper electrode,KHCO3,0.5,7.2,-1.10,C2H4,62.1,26.0,H-cell,244.9,0.0,0.2,10.0,
